0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
3101,2017-02-04,GSW,SAC,0.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Ben McLemore,DeMarcus Cousins,Garrett Temple,Rudy Gay,Willie Cauley Stein,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3102,2017-02-08,GSW,CHI,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Bobby Portis,Doug McDermott,Jimmy Butler,Michael Carter-Williams,Rajon Rondo,Robin Lopez,Taj Gibson,none,none,none,none,none,none,none,none,,,,,,,,,,
3103,2017-02-10,GSW,MEM,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,James Ennis III,JaMychal Green,Mike Conley,none,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3104,2017-02-11,GSW,OKC,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Cameron Payne,Domantas Sabonis,Enes Freedom,Jerami Grant,Russell Westbrook,Steven Adams,Victor Oladipo,none,none,none,none,none,none,none,none,,,,,,,,,,
3105,2017-02-13,GSW,DEN,0.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Danilo Gallinari,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Nikola Jokic,Will Barton,none,none,none,none,none,none,none,,,,,,,,,,
3106,2017-02-15,GSW,SAC,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Ben McLemore,DeMarcus Cousins,Garrett Temple,Rudy Gay,Willie Cauley Stein,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3107,2017-02-23,GSW,LAC,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Austin Rivers,Blake Griffin,Chris Paul,DeAndre Jordan,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3108,2017-02-25,GSW,BRK,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Brook Lopez,Caris LeVert,Joe Harris,Jow Harris,Spencer Dinwiddie,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3109,2017-02-27,GSW,PHI,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Ben Simmons,Dario Saric,Joel Embiid,Justin Anderson,Nik Statuskas,Richaun Holmes,Robert Covington,T.J. McConnell,Timothe Luwawu-Cabarrot,none,none,none,none,none,none,,,,,,,,,,
3110,2017-02-28,GSW,WAS,0.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Bojan Bogdanovic,Bradley Beal,John Wall,Kelly Oubre Jr,Markieff Morris,Otto Porter Jr,Tomas Satoransky,Trey Burke,none,none,none,none,none,none,none,,,,,,,,,,
3111,2017-03-02,GSW,CHI,0.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Bobby Portis,Cameron Payne,Jimmy Butler,Michael Carter-Williams,Rajon Rondo,Robin Lopez,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3112,2017-03-05,GSW,NYK,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Carmelo Anthony,Derrick Rose,Justin Haliday,Kristaps Porzingis,Willy Hernangomez,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3113,2017-03-06,GSW,ATL,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,DeAndre' Bembry,Dennis Schroder,Dwight Howard,Kent Bazemore,Mike Muscala,Paul Millsap,Taurean Prince,Tim Hardaway Jr,none,none,none,none,none,none,none,,,,,,,,,,
3114,2017-03-10,GSW,MIN,0.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Andrew Wiggins,Gorgui Dieng,Karl Anthony Towns,Lance Stephenson,Nemanja Bjelica,Ricky Rubio,Tyus Jones,Zach Lavine,none,none,none,none,none,none,none,,,,,,,,,,
3115,2017-03-11,GSW,SAS,0.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Bryn Forbes,Danny Green,Davis Bertans,Dejounte Murray,Dewayne Dedmon,Kawhi Leonard,Kyle Anderson,LaMarcus Aldridge,Patty Mills,none,none,none,none,none,none,,,,,,,,,,
3116,2017-03-14,GSW,PHI,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Ben Simmons,Dario Saric,Joel Embiid,Justin Anderson,Nik Statuskas,Richaun Holmes,Robert Covington,T.J. McConnell,Timothe Luwawu-Cabarrot,none,none,none,none,none,none,,,,,,,,,,
3117,2017-03-18,GSW,MIL,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Giannis Antetokounmpo,Greg Monroe,Jabari Parker,Khris Middleton,Malcolm Brogdon,Tony Snell,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3118,2017-03-20,GSW,OKC,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Domantas Sabonis,Doug McDermott,Enes Freedom,Jerami Grant,Russell Westbrook,Steven Adams,Taj Gibson,Victor Oladipo,none,none,none,none,none,none,none,,,,,,,,,,
3119,2017-03-21,GSW,DAL,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Nerlens Noel,Seth Curry,Wesley Matthews,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3120,2017-03-24,GSW,SAC,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Ben McLemore,Buddy Hield,Garrett Temple,Langston Galloway,Rudy Gay,Willie Cauley Stein,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3121,2017-03-26,GSW,MEM,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,James Ennis III,JaMychal Green,Mike Conley,none,none,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3122,2017-03-28,GSW,HOU,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Clint Capela,Eric Gordon,James Harden,Lou Williams,Montrezi Harrell,Patrick Beverley,Trevor Ariza,none,none,none,none,none,none,none,none,,,,,,,,,,
3123,2017-03-29,GSW,SAS,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Bryn Forbes,Danny Green,Davis Bertans,Dejounte Murray,Dewayne Dedmon,Kawhi Leonard,Kyle Anderson,LaMarcus Aldridge,Patty Mills,none,none,none,none,none,none,,,,,,,,,,
3124,2017-03-31,GSW,HOU,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Clint Capela,Eric Gordon,James Harden,Lou Williams,Montrezi Harrell,Patrick Beverley,Trevor Ariza,none,none,none,none,none,none,none,none,,,,,,,,,,
3125,2017-04-02,GSW,WAS,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Bojan Bogdanovic,Bradley Beal,John Wall,Kelly Oubre Jr,Markieff Morris,Otto Porter Jr,Tomas Satoransky,Trey Burke,none,none,none,none,none,none,none,,,,,,,,,,
3126,2017-04-04,GSW,MIN,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Andrew Wiggins,Gorgui Dieng,Karl Anthony Towns,Nemanja Bjelica,Ricky Rubio,Tyus Jones,Zach Lavine,none,none,none,none,none,none,none,none,,,,,,,,,,
3127,2017-04-08,GSW,NOP,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Anthony Davis,Cade Cunningham,DeMarcus Cousins,E'Twaun Moore,Jrue Holiday,Solomon Hill,Tim Frazier,none,none,none,none,none,none,none,none,,,,,,,,,,
3128,2017-04-12,GSW,LAL,1.0,Andre Iguodala,Damian Jones,Draymond Green,JaVale McGee,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,none,none,Brandon Ingram,D'Angelo Russell,David Nwaba,Ivica Zubac,Jordan Clarkson,Julius Randle,Larry Nance Jr,none,none,none,none,none,none,none,none,,,,,,,,,,
3129,2017-10-17,GSW,HOU,0.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Chris Paul,Clint Capela,Eric Gordon,James Harden,P.J. Tucker,Trevor Ariza,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3130,2017-10-20,GSW,NOP,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Anthony Davis,Cade Cunningham,DeMarcus Cousins,E'Twaun Moore,Frank Jackson,Jrue Holiday,Rajon Rondo,Solomon Hill,none,none,none,none,none,none,none,,,,,,,,,,
3131,2017-10-21,GSW,MEM,0.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Ben McLemore,Dillon Brooks,James Ennis III,JaMychal Green,Mario Chalmers,Mike Conley,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3132,2017-10-23,GSW,DAL,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Dennis Smith Jr,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Maxi Kleber,Nerlens Noel,Seth Curry,Wesley Matthews,none,none,none,none,none,none,none,,,,,,,,,,
3133,2017-10-27,GSW,WAS,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Bradley Beal,John Wall,Kelly Oubre Jr,Markieff Morris,Otto Porter Jr,Tim Frazier,Tomas Satoransky,none,none,none,none,none,none,none,none,,,,,,,,,,
3134,2017-10-30,GSW,LAC,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Austin Rivers,Blake Griffin,Danilo Gallinari,DeAndre Jordan,Lou Williams,Montrezi Harrell,Patrick Beverley,none,none,none,none,none,none,none,none,,,,,,,,,,
3135,2017-11-02,GSW,SAS,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Bryn Forbes,Danny Green,Davis Bertans,Dejounte Murray,Derrick White,Kawhi Leonard,Kyle Anderson,LaMarcus Aldridge,Patty Mills,Rudy Gay,none,none,none,none,none,,,,,,,,,,
3136,2017-11-04,GSW,DEN,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Monte Morris,Nikola Jokic,Paul Millsap,Torrey Craig,Trey Lyles,Will Barton,none,none,none,none,,,,,,,,,,
3137,2017-11-06,GSW,MIA,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Bam Adebayo,Goran Dragic,Hassan Whiteside,Jalen Johnson,James Johnson,Josh Richardson,Justise Winslow,Kelly Olynyk,Rodney McGruder,Udonis Haslem,Wayne Ellington,none,none,none,none,,,,,,,,,,
3138,2017-11-08,GSW,MIN,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Andrew Wiggins,Armoni Brooks,Gorgui Dieng,Jimmy Butler,Karl Anthony Towns,Nemanja Bjelica,Taj Gibson,Tyus Jones,none,none,none,none,none,none,none,,,,,,,,,,
3139,2017-11-11,GSW,PHI,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Ben Simmons,Dario Saric,Furkan Korkmaz,Joel Embiid,Justin Anderson,Markelle Fultz,Nik Statuskas,Richaun Holmes,Robert Covington,T.J. McConnell,Timothe Luwawu-Cabarrot,none,none,none,none,,,,,,,,,,
3140,2017-11-18,GSW,PHI,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Ben Simmons,Dario Saric,Furkan Korkmaz,Joel Embiid,Justin Anderson,Markelle Fultz,Nik Statuskas,Richaun Holmes,Robert Covington,T.J. McConnell,Timothe Luwawu-Cabarrot,none,none,none,none,,,,,,,,,,
3141,2017-11-19,GSW,BRK,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Caris LeVert,D'Angelo Russell,Jarrett Allen,Joe Harris,Spencer Dinwiddie,none,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3142,2017-11-22,GSW,OKC,0.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Carmelo Anthony,Jerami Grant,P.J. Dozier,Paul George,Russell Westbrook,Steven Adams,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3143,2017-11-24,GSW,CHI,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Bobby Portis,Cameron Payne,David Nwaba,Justin Haliday,Lauri Markkanen,Robin Lopez,Zach Lavine,none,none,none,none,none,none,none,none,,,,,,,,,,
3144,2017-11-25,GSW,NOP,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Anthony Davis,Cade Cunningham,DeMarcus Cousins,E'Twaun Moore,Frank Jackson,Jrue Holiday,Rajon Rondo,Solomon Hill,none,none,none,none,none,none,none,,,,,,,,,,
3145,2017-11-27,GSW,SAC,0.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Bogdan Bogdanovic,Buddy Hield,De'Aaron Fox,Garrett Temple,George Hill,Justin Jackson,Willie Cauley Stein,none,none,none,none,none,none,none,none,,,,,,,,,,
3146,2017-12-03,GSW,MIA,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Bam Adebayo,Goran Dragic,Hassan Whiteside,Jalen Johnson,James Johnson,Josh Richardson,Justise Winslow,Kelly Olynyk,Rodney McGruder,Udonis Haslem,Wayne Ellington,none,none,none,none,,,,,,,,,,
3147,2017-12-04,GSW,NOP,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Anthony Davis,Cade Cunningham,DeMarcus Cousins,E'Twaun Moore,Frank Jackson,Jrue Holiday,Rajon Rondo,Solomon Hill,none,none,none,none,none,none,none,,,,,,,,,,
3148,2017-12-06,GSW,CHO,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Cody Zeller,Dwight Howard,Frank Kaminsky,Jeremy Lamb,Kemba Walker,Malik Monk,Michael Carter-Williams,Nicolas Batum,none,none,none,none,none,none,none,,,,,,,,,,
3149,2017-12-11,GSW,POR,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,CJ McCollum,Damian Lillard,Ed Davis,Jake Layman,Jusuf Nurkic,Maurice Harkless,Pat Connaughton,Zach Collins,none,none,none,none,none,none,none,,,,,,,,,,
3150,2017-12-14,GSW,DAL,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Maxi Kleber,Nerlens Noel,Seth Curry,Wesley Matthews,none,none,none,none,none,none,none,none,,,,,,,,,,
3151,2017-12-20,GSW,MEM,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Ben McLemore,Dillon Brooks,James Ennis III,JaMychal Green,Mario Chalmers,Mike Conley,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3152,2017-12-23,GSW,DEN,0.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Monte Morris,Nikola Jokic,Paul Millsap,Torrey Craig,Trey Lyles,Will Barton,none,none,none,none,,,,,,,,,,
3153,2017-12-25,GSW,CLE,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Cedi Osman,Derrick Rose,Isaiah Thomas,Jae Crowder,Jeff Green,Kevin Love,LeBron James,Tristan Thompson,none,none,none,none,none,none,none,,,,,,,,,,
3154,2017-12-29,GSW,CHO,0.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Cody Zeller,Dwight Howard,Frank Kaminsky,Jeremy Lamb,Kemba Walker,Malik Monk,Michael Carter-Williams,Nicolas Batum,none,none,none,none,none,none,none,,,,,,,,,,
3155,2017-12-30,GSW,MEM,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Ben McLemore,Dillon Brooks,James Ennis III,JaMychal Green,Mario Chalmers,Mike Conley,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3156,2018-01-03,GSW,DAL,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Dennis Smith Jr,Dorian Finney-Smith,Dwight Powell,Harrison Barnes,Maxi Kleber,Nerlens Noel,Seth Curry,Wesley Matthews,none,none,none,none,none,none,none,,,,,,,,,,
3157,2018-01-04,GSW,HOU,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Chris Paul,Clint Capela,Eric Gordon,James Harden,P.J. Tucker,Trevor Ariza,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3158,2018-01-06,GSW,LAC,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Austin Rivers,Blake Griffin,Danilo Gallinari,DeAndre Jordan,Lou Williams,Montrezi Harrell,Patrick Beverley,none,none,none,none,none,none,none,none,,,,,,,,,,
3159,2018-01-08,GSW,DEN,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Emmanuel Mudiay,Gary Harris,Jamal Murray,Malik Beasley,Mason Plumlee,Monte Morris,Nikola Jokic,Paul Millsap,Torrey Craig,Trey Lyles,Will Barton,none,none,none,none,,,,,,,,,,
3160,2018-01-10,GSW,LAC,0.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Austin Rivers,Blake Griffin,Danilo Gallinari,DeAndre Jordan,Lou Williams,Montrezi Harrell,Patrick Beverley,none,none,none,none,none,none,none,none,,,,,,,,,,
3161,2018-01-12,GSW,MIL,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Eric Bledsoe,Giannis Antetokounmpo,Jabari Parker,Khris Middleton,Malcolm Brogdon,Sterling Brown,Tony Snell,none,none,none,none,none,none,none,none,,,,,,,,,,
3162,2018-01-15,GSW,CLE,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Cedi Osman,Derrick Rose,Isaiah Thomas,Jae Crowder,Jeff Green,Kevin Love,LeBron James,Tristan Thompson,none,none,none,none,none,none,none,,,,,,,,,,
3163,2018-01-17,GSW,CHI,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Bobby Portis,Cameron Payne,David Nwaba,Justin Haliday,Lauri Markkanen,Robin Lopez,Zach Lavine,none,none,none,none,none,none,none,none,,,,,,,,,,
3164,2018-01-20,GSW,HOU,0.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Chris Paul,Clint Capela,Eric Gordon,James Harden,P.J. Tucker,Trevor Ariza,none,none,none,none,none,none,none,none,none,,,,,,,,,,
3165,2018-01-23,GSW,NYK,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Damyean Dotson,Doug McDermott,Enes Freedom,Frank Ntilikina,Kristaps Porzingis,Luke Kornet,Tim Hardaway Jr,Trey Burke,Willy Hernangomez,none,none,none,none,none,none,,,,,,,,,,
3166,2018-01-25,GSW,MIN,1.0,Andre Iguodala,Chris Boucher,Damian Jones,Draymond Green,JaVale McGee,Jordan Bell,Kevin Durant,Kevon Looney,Klay Thompson,Stephen Curry,none,none,none,none,none,Andrew Wiggins,Armoni Brooks,Gorgui Dieng,Jimmy Butler,Karl Anthony Towns,Nemanja Bjelica,Taj Gibson,Tyus Jones,none,none,none,none,none,none,none,,,,,,,,,,
